Gamma_x,Gamma_y,Gamma_z,mkc_gap
1.908514510399684339e+00,2.127753730351042982e+00,1.870459072890313657e+00,8.256099264694776174e-01
1.365518273473828259e+00,1.454250809648985676e+00,1.746674000172478536e+00,5.365475414751674776e-01
1.664904818790440277e+00,9.890477165982596297e-01,1.102463002003411852e+00,2.133029499056156020e-01
1.469373149195502881e+00,2.219757180019398479e+00,1.575094578492546527e+00,4.123552738343252422e-01
2.332786012203857062e+00,1.488656059918704866e+00,1.431186632989592145e+00,2.935283403522199741e-01
1.614564419980463184e+00,1.292705178516782016e+00,5.112916451701630116e-01,9.471620185324081120e-02
1.013925912483570890e+00,1.359241487598535914e+00,1.981167424078730921e+00,1.959999880016876084e-01
1.464651680015476964e+00,1.183220497385377268e+00,3.767839484946013950e-01,4.767638293225107127e-02
1.460085381226946977e+00,1.896722065898932774e+00,1.510754414181357808e+00,5.370588647546858940e-01
1.442196084314835369e+00,2.140941447703102796e+00,1.474542334267536337e+00,3.878984854396341220e-01
5.131701006759333827e-01,4.445388774210787819e-01,7.739582534908580058e-01,9.187536230307702390e-02
7.467720358364364763e-01,2.935825083894843535e-01,9.048143530389696210e-01,6.777009559347557666e-02
1.145731307734537241e+00,1.581679141617183371e+00,9.103014328625883556e-01,2.371767994899711685e-01
6.320599628478411613e-01,5.403877370961537308e-01,4.685986136585522654e-01,1.884631939534323619e-01
1.891569235032056540e+00,1.629679801919901472e+00,1.693799586958513625e+00,7.159550769231790568e-01
1.501077830186028805e+00,1.570126048239561367e+00,1.730623309494257356e+00,6.702902844656666304e-01
1.290583078816370577e+00,1.479383732379766059e+00,6.860853259046657548e-01,2.486423361706351365e-01
9.134449432486237974e-01,6.338637415839424305e-01,1.308900598840522900e+00,1.192040429960217196e-01
6.077408276457268999e-01,9.098790709778203922e-01,6.151025851744984507e-01,1.564821709212025347e-01
1.267062554905647787e+00,1.721891427708508449e+00,1.326279343823748125e+00,4.357252355104437314e-01
1.002259148016698020e+00,6.985687423699628029e-01,6.694432600485580309e-01,1.828764272009113512e-01
1.155399004090773785e+00,1.480960311996070811e+00,9.354274979636743037e-01,3.049330950291886388e-01
1.058467536968914935e+00,1.139295295999553259e+00,2.046129308004357661e+00,7.581676248205537760e-02
1.143545280239507633e+00,1.310710131751008145e+00,1.045258698465468150e+00,4.390469234769838192e-01
1.409841988442218419e+00,6.600776101921215222e-01,1.022997541403221744e+00,1.366165815765625347e-01
5.867099766233575542e-01,1.659517227821764696e+00,1.197062108458661900e+00,6.212742863012743477e-02
1.921465709133217015e+00,1.521981264078335450e+00,1.608628670875623667e+00,6.045721129103709401e-01
1.290468787486177771e+00,1.144642109048027212e+00,6.481175152727729483e-01,2.511454184173111948e-01
1.464688989834032062e+00,1.646414243696566526e+00,8.719946461130526627e-01,3.451346961252590440e-01
1.129715513370844526e+00,1.695505037533698633e+00,1.470291436487543679e+00,4.522509561623446750e-01
1.385805255070078346e+00,2.212461579220858621e+00,1.409069450713276606e+00,2.912065632812481653e-01
1.718556751004042482e+00,1.901817782508830490e+00,1.948715177881921168e+00,8.358296778154756801e-01
1.386746976110408980e+00,1.550085954813608335e+00,1.505923204194905551e+00,6.712921127458533199e-01
1.513234014960917584e+00,1.089519890352421472e+00,9.615356597736135491e-01,2.689107675825586075e-01
1.399475022622918896e+00,1.174734877284517864e+00,1.431200194777842771e+00,5.715048525647969946e-01
1.019527532909159762e+00,1.115333168969375954e+00,1.848277695695861533e+00,1.432915030913368692e-01
5.048309961265181611e-01,1.066857995236954793e+00,1.302772376791382802e+00,1.344583072860452422e-01
1.064414778039061149e+00,8.292031246745529272e-01,5.964474408593796184e-01,1.806178937474356427e-01
1.208297656375606044e+00,1.355339144472881507e+00,6.990307153347753433e-01,2.759946136187501065e-01
1.377360506785395788e+00,7.972011610530125303e-01,1.527322405950030770e+00,3.236196309441887742e-01
1.480338681635825271e+00,1.865947477263740328e+00,1.294939527737481555e+00,4.546653660547832487e-01
9.748863814084403057e-01,9.375388724987607780e-01,1.616992359839273030e+00,1.477164470339640268e-01
1.349752234277969531e+00,1.810212953402787317e+00,1.362717772145859652e+00,4.511285265105207110e-01
2.397825387468455749e-01,1.078235113798981404e+00,1.202420626076913912e+00,5.779851323445650557e-02
2.247936296509570830e+00,2.003669523188267299e+00,2.082722356334274938e+00,9.192277915064854810e-01
1.074287382785803713e+00,6.125030761934321388e-01,1.552243893654057239e+00,6.727328266258925105e-02
1.366445535443210346e+00,7.598127510841495846e-01,8.223637497273824648e-01,1.078654826841609626e-01
8.874984111288595212e-01,1.573557025158943024e+00,1.307667088458967397e+00,3.108042372144419474e-01
9.003841052256693622e-01,1.696987930885583307e+00,1.579037199756129883e+00,3.912166870481077474e-01
1.446299437631448637e+00,9.967137722185364090e-01,1.939047730374086953e+00,2.519827397379490463e-01
1.025312390753503333e+00,1.346371181344994561e+00,1.361992272775251589e+00,5.048456496616231526e-01
1.286667519967530815e+00,1.044684869930506466e+00,9.177928437767695069e-01,3.379050968698726898e-01
1.404379094660108240e+00,1.272765649813962563e+00,1.121625020044022092e+00,4.950057875989384293e-01
1.174589214669006898e+00,1.511796385511189333e+00,1.718827953648820905e+00,4.837788232656876630e-01
3.329005335219885620e-01,1.248110355098153379e+00,1.395467390279636177e+00,9.277174917025288181e-02
5.641479550401100607e-01,1.309449035724680188e+00,1.442073216725749063e+00,2.157618870195205929e-01
8.891634526500975522e-01,9.383374857883743925e-01,9.246841322965875243e-01,4.377550495791553420e-01
5.707702028778152137e-01,1.221164218825305792e+00,1.404190236947446602e+00,1.938720923778372018e-01
1.679102485429307956e+00,8.276498357789128235e-01,1.431838767474951313e+00,2.901930589122778681e-01
2.067039911562464916e+00,1.583724855041274582e+00,1.400176518500002576e+00,4.584307309894057880e-01
1.331803985547482139e+00,9.787480811746611664e-01,1.616737554846225500e+00,3.469072559379589027e-01
1.022889719215393844e+00,7.607354164288021581e-01,1.155183308082440297e+00,3.142209137808780195e-01
6.018361389678299478e-01,7.035343916881517945e-01,6.168008976497479923e-01,2.575513224647130173e-01
1.134125526258076722e+00,1.185782525010162347e+00,1.975574529330556439e+00,1.721667609688413147e-01
1.915086528365144813e+00,1.482033708978144571e+00,1.322556766161415709e+00,4.447519733872076220e-01
1.198259938377578937e+00,1.005225999505416468e+00,1.572698688094926744e+00,3.153936248940343301e-01
1.504335742994330261e+00,1.459020914473587727e+00,1.939122403630387792e+00,5.121171269187649866e-01
8.486530473967067723e-01,1.083848348805496853e+00,3.919529631235966205e-01,7.837883085740338096e-02
6.847606854376820928e-01,1.417115466324709416e+00,8.151301397566850238e-01,4.138767943482868361e-02
2.728815803980724208e-01,1.327981133040649020e+00,1.202092466503122070e+00,7.349645693027273552e-02
1.032725568691418294e+00,5.933452869307006550e-01,6.533879723035244114e-01,1.070038452714032751e-01
3.896531754096889122e-01,1.321986200448556525e+00,1.166452563639332363e+00,1.170597693002324302e-01
4.026708746952179507e-01,1.468689214573354995e+00,1.190118626565072502e+00,6.205014334346770077e-02
4.138377219025747289e-01,8.704925517885377939e-01,5.380138243393178810e-01,4.067949722667751900e-02
1.499869318248717720e+00,1.485546861286625164e+00,1.493117068872638287e+00,7.393973059552727545e-01
8.328802861721318340e-01,8.750576310324874596e-01,1.547750598456193227e+00,8.009365937421297765e-02
1.009796283122210259e+00,1.092139274132888138e+00,1.516754069417922679e+00,2.925907439185877479e-01
1.362580340636556642e+00,1.573528422617600953e+00,8.423550416387907136e-01,3.157034798288731459e-01
1.193057829654790014e+00,1.327497501904002952e+00,5.923693453187937052e-01,2.289648365347902725e-01
1.854260527242931555e+00,1.748657339333322014e+00,1.951438188767275594e+00,8.257398389044889875e-01
1.275622628094445821e+00,1.207560348408656781e+00,1.115131439293445048e+00,5.235345798038280041e-01
1.484309992320264282e+00,1.079236278539702276e+00,1.867788566768085801e+00,3.478788520459401568e-01
3.203047382331860593e-01,1.192039329873000320e+00,9.909968575698440141e-01,5.963113296501498795e-02
9.640757124975403158e-01,1.768312156484165953e+00,1.466740718339917926e+00,3.312521371766461442e-01
1.405912966490736160e+00,1.709733624874230085e+00,1.902426667718678965e+00,6.066099618231437507e-01
2.306701994930216770e+00,1.985908264666012890e+00,2.029022651265718125e+00,8.541144605007571222e-01
5.764617257822014507e-01,6.242828085807219374e-01,4.527009306404628508e-01,2.024399239209712098e-01
1.933484528755708087e+00,1.215522886143401982e+00,1.134647649630371902e+00,2.083430035090327870e-01
5.404224756259977669e-01,6.187709541993728912e-01,3.280990024757804990e-01,1.248752619512025763e-01
1.507865666877460153e+00,1.411233742224887511e+00,1.770289532343850780e+00,5.744049383792484420e-01
2.165406591866441133e+00,1.842356851351535818e+00,1.885651872908289839e+00,7.813010661966921511e-01
1.808193098766819329e+00,1.117389678125789709e+00,1.043898284088928818e+00,1.765474317239497104e-01
7.460333333006323731e-01,1.313472904178184297e+00,1.617473897554527529e+00,2.210161699621446818e-01
9.661944235737758291e-01,1.086304521302219328e+00,1.059068867181730322e+00,4.694793847266434117e-01
1.625133815606512933e+00,1.800163996789952758e+00,1.767374178193797718e+00,7.961719985051787241e-01
3.120454470467620700e-01,9.048232232536659314e-01,1.001473056511136273e+00,1.076978068946459199e-01
1.818165904557448975e+00,1.290749703895527567e+00,1.523941777322371127e+00,4.982627883302246374e-01
1.711893097173232903e+00,1.907800451111929307e+00,1.720035058336475853e+00,7.620638521988893910e-01
1.906980365395555044e+00,2.235108057450862162e+00,2.062974128217562431e+00,8.674232180811274340e-01
1.882158811443708890e+00,2.151587460923616302e+00,2.067623220612806456e+00,8.990972855664494112e-01
1.193356183113729818e+00,1.242300409575222808e+00,2.133648702097825645e-01,8.221032187414500925e-02
5.910427555003845423e-01,5.126108837482240554e-01,7.099292908368689536e-01,1.968621742058699331e-01
1.041381597790552505e+00,1.743012747728631240e+00,8.505055091247376575e-01,7.443717959332940559e-02
1.999310493785761977e+00,1.482544021857321592e+00,1.289017685511189892e+00,3.861256067913747536e-01
1.297356552193127843e+00,1.605629780221958125e+00,1.373238009328373810e+00,5.324823906497715420e-01
1.197684588055099475e+00,1.364742815703763101e+00,1.897192088654217956e+00,3.326176575523220880e-01
1.823652616922088576e+00,8.119724713101950098e-01,1.109360290444268093e+00,4.884007241618748552e-02
1.402368199060735510e+00,8.369179139065414663e-01,7.927662183530430617e-01,1.136579665994246202e-01
1.385911315579913872e+00,6.984149957378171791e-01,1.448093179108091544e+00,3.181165661048197535e-01
8.313470596181899985e-01,6.393842891409398099e-01,6.056747859270495971e-01,2.068560077248997597e-01
9.836437306391858648e-01,1.246973113747795514e+00,1.867720264025530597e+00,1.814482901807252802e-01
1.017840341678416527e+00,1.355295450140812985e+00,6.558539271952267269e-01,1.591994093664150789e-01
7.683280776976220139e-01,1.651612944744006217e+00,1.180196529134789785e+00,1.484558310442027906e-01
1.276934842287269722e+00,1.230039962566599421e+00,6.944047608616944478e-01,3.237549405705122396e-01
1.032905868746356592e+00,1.842727745043344134e+00,1.536887349066436093e+00,3.635327363847242754e-01
8.509461641954563227e-01,1.138826963053498842e+00,5.120438117826486835e-01,1.120815064623030821e-01
1.744461433651838700e+00,1.126976782556591727e+00,1.057904172052638314e+00,2.202097604786956708e-01
1.013390617292981410e+00,4.868210301786372041e-01,9.368084099139305509e-01,2.051194113997931723e-01
1.211590380985573479e+00,1.765141947688420032e+00,1.296923511919680472e+00,3.716859726084171811e-01
9.996853670323964103e-01,1.084026131907137147e+00,1.498770626427833985e+00,2.924704362558496751e-01
1.385448437158621093e+00,1.941614752153431267e+00,1.459360941299263414e+00,4.515973131522266204e-01
1.425949633077917333e+00,1.457145581679757829e+00,1.150739383373279523e+00,5.597717173857197359e-01
1.481725994636499122e+00,9.915053941237061963e-01,1.361015185939279393e+00,4.353972927132432336e-01
1.985732471184693093e+00,2.035605191833480543e+00,1.748181493906034056e+00,8.491543866286233033e-01
1.638830823874077192e+00,1.708028432660414486e+00,9.588540816586306192e-01,4.448282364361466623e-01
1.378271776333464427e+00,1.491812209866145267e+00,1.164387324791614553e+00,5.254234456294666344e-01
2.065457832266056393e+00,1.244618040682835325e+00,1.481141917168727895e+00,3.301510627927535246e-01
1.357362835010516022e+00,1.771697360703307966e+00,1.171424707108763785e+00,3.785450907079856986e-01
2.056291493035739659e+00,2.204446740090804990e+00,2.064226583583614438e+00,9.580356682642743316e-01
1.944735615105591453e+00,1.191856771723743824e+00,1.046762131893564485e+00,1.469416442558584279e-01
8.023545142902779315e-01,1.261745671475151820e+00,7.253218003415818904e-01,1.329653215783539455e-01
1.203343080725265857e+00,1.446868669982860567e+00,3.991640523155601805e-01,7.781923152898273521e-02
1.684247805525717512e+00,1.913751339353706005e+00,1.781459381915129203e+00,7.759779240435702441e-01
7.575621840565573972e-01,9.995516730835284358e-01,1.395763950139555121e+00,1.806749535002654117e-01
1.342260037179138887e+00,1.090160106680286178e+00,1.001982777077722986e+00,3.749414232894352494e-01
6.246959210749044589e-01,8.268680663163028299e-01,5.773214709466981676e-01,1.875746628526497872e-01
1.415786060777635136e+00,5.516524060829900433e-01,1.374805601930112697e+00,2.553359736177338579e-01
1.001222033595630556e+00,8.297734444088364913e-01,1.165671624288283414e+00,3.326619268580919275e-01
7.781148425675773472e-01,7.110488387855965486e-01,1.295238481062318092e+00,9.696260014542779082e-02
8.734671444924122508e-01,1.348422676190277114e+00,1.803052686210014244e+00,2.094185672363373385e-01
1.119004179457847137e+00,2.063447412647737345e+00,1.414766491369689350e+00,2.351616290898994599e-01
8.191175964067964888e-01,1.079994206532507661e+00,9.383938725295528638e-01,3.387586312019208457e-01
7.968111880589883178e-01,9.247322953533347878e-01,1.068454117142908055e+00,3.265446831347074141e-01
1.383322295306093519e+00,1.360446188299574644e+00,1.068186667853702865e+00,5.226552804235919947e-01
1.099927740225715045e+00,1.276333261519733364e+00,3.619176072435428826e-01,9.275604297476247595e-02
1.449253559716714657e+00,7.971715199503273119e-01,8.928439934143497236e-01,1.203809768239814115e-01
1.330020643387828549e+00,2.240739949299371148e+00,1.431352149791595973e+00,2.603164219400264656e-01
1.037356243406967859e+00,9.895527243411708085e-01,4.300892088482033970e-01,1.911428448912031453e-01
1.543368722574500085e+00,1.055190367399413409e+00,9.525247414652474598e-01,2.321731931450803366e-01
1.487367900543813182e+00,7.162875834691855292e-01,1.142085091358288951e+00,1.855023871418306491e-01
1.844389299961362583e-01,1.292961418978937127e+00,1.215054133215955678e+00,5.326582211657737709e-02
8.454797238555642469e-01,1.266474730019951922e+00,1.097719443508730519e+00,3.383622186721713110e-01
5.383018153780715354e-01,1.193748781519097912e+00,1.533156785770227959e+00,9.944690556347079990e-02
1.623196746301066362e+00,1.144651906275336195e+00,8.903692828587950192e-01,2.059122214165323150e-01
9.049701205281781569e-01,1.236987109389063866e+00,1.506012018223770177e+00,3.179726058467360339e-01
5.714120024856370605e-01,4.615040364137007467e-01,4.880474001613586132e-01,1.890697170447110942e-01
6.883477095069394647e-01,1.267961656393046921e+00,1.605599555547183144e+00,1.753549051764016209e-01
6.441248761437960990e-01,8.539840874578299434e-01,1.350645320542673167e+00,7.373182152947643786e-02
1.482304382669664466e+00,1.521125842073819623e+00,2.314223915795357467e+00,3.446031544740635333e-01
1.389380099249996503e+00,1.827726049308290079e+00,1.574189650474889790e+00,5.679218502082981068e-01
1.439968525674254707e+00,1.348864947905905609e+00,1.686882967850192205e+00,5.509752528649838332e-01
1.523877415557518766e+00,7.609216275125116891e-01,1.183020953178829826e+00,2.100325825669115964e-01
1.755783082574442489e+00,1.387829263214343190e+00,1.473522745320418714e+00,5.527844629801599297e-01
1.266429215403843012e+00,1.963656696527523948e+00,1.677203786254001905e+00,4.899881525651603731e-01
5.060117889613416908e-01,4.726228452295383464e-01,3.077303574709189249e-01,1.371707068695577902e-01
8.630158283887545689e-01,6.701621697628818985e-01,9.223300661603271999e-01,3.054239659956546893e-01
1.020002915993160286e+00,1.609449529990009120e+00,1.662394410241630149e+00,4.835290178707694064e-01
1.896437583598073573e+00,2.019766605716817320e+00,2.049390035168063839e+00,9.334070770734133049e-01
1.288934396077740629e+00,1.494869499951378078e+00,1.994773602072231533e+00,3.945151469784438092e-01
1.152127649447392876e+00,2.235780912625854100e+00,1.226634046043748372e+00,7.149039143264346308e-02
1.022200129288610260e+00,1.117032309071040785e+00,9.582136451959730739e-01,4.316907327067713851e-01
2.013193811664860000e+00,1.478853846816275741e+00,1.541884465010574745e+00,5.037722500809951320e-01
8.602150737819600490e-01,1.456401936079968706e+00,1.216066028702697865e+00,3.099395832023446040e-01
9.901999843566666737e-01,2.159471242857158857e-01,1.028357777921092620e+00,8.889466536064505320e-02
1.243684227712250179e+00,1.527690941372927602e+00,7.145896762649077694e-01,2.152914813021151730e-01
1.427814512153346094e+00,2.157483385077350491e+00,1.481331533647415988e+00,3.758313303617057954e-01
1.195693780050257171e+00,5.772930373413972527e-01,1.111443410713560231e+00,2.465213340023502120e-01
1.196103261049248356e+00,1.004140547154536378e+00,1.305577419770443726e+00,4.473331942166705044e-01
1.682903039239731058e+00,1.230490071198780955e+00,9.914136855533755011e-01,2.695003587562125880e-01
7.527207636841890537e-01,1.533982894822836673e+00,1.609032426103445435e+00,3.388356162017902573e-01
3.475514122977534925e-01,1.987434196781637796e-01,4.061292642279362153e-01,7.008278387399052844e-02
1.055193698216797538e+00,5.026943658477518451e-01,1.211785966193980713e+00,1.730510489352843351e-01
6.875530254018629162e-01,1.095237913685424003e+00,1.171834940760177357e+00,3.054779991635547809e-01
1.104309529989783378e+00,1.159235191935381160e+00,1.146999860334926291e+00,5.460370991946641439e-01
1.781383907371624886e+00,1.262847853556361644e+00,8.713447961708638001e-01,1.764043711778002788e-01
8.536588358416404843e-01,7.704801363738221776e-01,1.847298355536310943e-01,5.077556804290639381e-02
1.518252455962175285e+00,1.595563083017855988e+00,7.417537663255610036e-01,3.322215696349399838e-01
1.863704596698935845e+00,1.153008433377723518e+00,1.505691048101478025e+00,3.974974423901329601e-01
4.762909837038735161e-01,2.029907599241922989e-01,4.235742423772189680e-01,7.513700929876893087e-02
1.194704330353981492e+00,7.650557385844363179e-01,1.757677290617509325e+00,1.010413891604542425e-01
4.306798401463008963e-01,4.291732080884431699e-01,1.465296837970113675e-01,7.251152586957687607e-02
2.102260905851964345e+00,1.171863880848226902e+00,1.396015656773410996e+00,2.328093158848369981e-01
1.705061002755220212e+00,2.122001844075616095e+00,1.842195734312790378e+00,7.126274464961972477e-01
1.175955917138675755e+00,1.659394032714282208e+00,1.241140571213492638e+00,3.788512278189428706e-01
1.572870196261336950e+00,1.369885642802603609e+00,9.540602318304705065e-01,3.755378391858685827e-01
1.270719829023460701e+00,1.323846690078589017e+00,5.389045911810763645e-01,2.428888650629739132e-01
6.503302651071221074e-01,9.860053281302345596e-01,8.189533683387357765e-01,2.416391526578116622e-01
1.668029974410157656e+00,9.538763279378017490e-01,1.445072603794624433e+00,3.654594786611342627e-01
1.715240685317907410e+00,2.237133653273830625e+00,1.692943329926720697e+00,5.855251809853987410e-01
1.650569920978342653e+00,2.055369918961209130e+00,1.801580480846552978e+00,6.983902414318432506e-01
9.148497313893957372e-01,1.113990360707875382e+00,5.470369876714094026e-01,1.739481791764647678e-01
1.341522766890813401e+00,8.632460575455611629e-01,6.863194888177808206e-01,1.040213897362645135e-01
1.356856381640719977e+00,1.207120641558352858e+00,2.010510841667197290e+00,2.767330907659379946e-01
1.378123416716984462e+00,1.806362571649603677e+00,1.659627334896091932e+00,6.156940899817362478e-01
1.411431567543545151e+00,9.639159040290885549e-01,1.599347635919997179e+00,3.879999178263184856e-01
1.809387315810152774e+00,8.569323016053754793e-01,1.051306580712292549e+00,4.942578325375768244e-02
4.632165199122552091e-01,1.150298845957747895e+00,1.055212034287602796e+00,1.840648541210552214e-01
1.713644338409137546e+00,1.572436343161328409e+00,1.672213948175840237e+00,7.655029764640155499e-01
1.011026527812075138e+00,9.428248509742757077e-01,1.530910376129336115e+00,2.114705013285074209e-01
1.316212922111764660e+00,1.456816351499902629e+00,9.850577166842144905e-01,4.222271436480382611e-01
1.721265814023383411e+00,1.486197083465735647e+00,1.515459805322786790e+00,6.401955373825696238e-01
1.133103759067318084e+00,1.189927242496629400e+00,2.123258358960942171e+00,9.988632130150287836e-02
6.302197629057219030e-01,9.715715858673450445e-01,1.287804096060450432e+00,1.569936263563083134e-01
1.981975304088097634e+00,1.558681755164900373e+00,1.612993124586846960e+00,5.948497878318250720e-01
1.120832913604224323e+00,1.008859890631268019e+00,4.374342868928566275e-01,1.627306319599501894e-01
2.724758734240857461e-01,1.306052424245727206e+00,1.292638016414967339e+00,1.295307327966628286e-01
1.735384190087773781e+00,1.827781635969737639e+00,1.601450341756660123e+00,7.545264479373483546e-01
1.582388110944929149e+00,1.239043323801106933e+00,8.833288432108103994e-01,2.699920280334939804e-01
5.816201109660503743e-01,5.616482852952784377e-01,9.870960152244050434e-01,7.808619051846177328e-02
1.036536157937288927e+00,1.443950838616911092e+00,1.523535333160005223e+00,4.784758316970973979e-01
2.074275677907029269e+00,1.845138192972115565e+00,1.829690892266897961e+00,8.002767036659923505e-01
1.235068653812370743e+00,9.267010637415267205e-01,1.182849005876992265e+00,4.372407079030742327e-01
1.768162394299305440e+00,1.820680008388905868e+00,1.973610825377156708e+00,8.076157886555273002e-01
1.333776868540738736e+00,1.697691291025819282e+00,1.626671174787400975e+00,6.313783761511602144e-01
1.235464017847499152e+00,6.029358525251355960e-01,1.089846331412254177e+00,2.286590830449453104e-01
5.433995140120498890e-01,1.192708328215167590e+00,7.341143115398401919e-01,4.240274866836113432e-02
1.465581891081354726e+00,1.448291595247244157e+00,1.525979687681146224e+00,6.939468993237261074e-01
1.606103485977282475e+00,1.139363959275228044e+00,1.131422730889987127e+00,3.323416020939662374e-01
6.938152009170652779e-01,9.407562715232065109e-01,1.201727130801354182e+00,2.164221708194586924e-01
1.203022190498375332e+00,1.788479168114720075e+00,7.858655619900446476e-01,1.002042921868497860e-01
9.309748759837321863e-01,1.011799330990742263e+00,8.171869956774177046e-01,3.681812703352038696e-01
2.241946366878166508e+00,1.336754615474736951e+00,1.226095128115934463e+00,1.604516883562525642e-01
1.836819793567922687e+00,2.126214350381463447e+00,1.700542184716720140e+00,7.055738139515899121e-01
8.185184415580289974e-01,6.622605294149707111e-01,1.002810069618781386e+00,2.389844506771090504e-01
1.925527815633657047e+00,1.342187050272028337e+00,1.648684075397919946e+00,5.326716550181458398e-01
1.438393028388621930e+00,1.449649842275316125e+00,1.334732766492237932e+00,6.617379763027715356e-01
1.197495745105155329e+00,1.380061875687884410e+00,1.312408307673136765e+00,5.649210885452038422e-01
1.377103200122633986e+00,9.802644752104472392e-01,7.119503607511568077e-01,1.575558179194849195e-01
1.334824063860515775e+00,1.272675036332044929e+00,6.603070161006452388e-01,2.990789942860871964e-01
1.256184334063126684e+00,1.187075475332848518e+00,4.643624587509853074e-01,1.976268000103535982e-01
1.484617068818608221e+00,1.276317363798467719e+00,5.688997975525652562e-01,1.803000462662125436e-01
1.915187614463031540e+00,1.445903063616978734e+00,1.507288349787485160e+00,5.190018994707163991e-01
1.392514126024066101e+00,1.160938845144840137e+00,3.579121724306287833e-01,6.316844577570135399e-02
1.632884265683217873e+00,1.537078074486985635e+00,9.212352090421629391e-01,4.127145089229653507e-01
1.957333609657025519e+00,9.574356128095814489e-01,1.334379118697377242e+00,1.672405609249665304e-01
8.126202389219500111e-01,1.540728220673100779e+00,8.100700883731316582e-01,4.098105331099044513e-02
6.219226875012888733e-01,1.118484311342683224e+00,1.490802390531183574e+00,1.248023041563943725e-01
6.513787619386881556e-01,7.145481866400315019e-01,3.231718773465473982e-01,1.300012263226019149e-01
6.187594725919470795e-01,1.498472945500879394e+00,1.095881806256242541e+00,1.080841666736551687e-01
1.152772535733303627e+00,1.155975879960563724e+00,1.006728763407178207e+00,5.017627095899590550e-01
1.238272018621365600e+00,1.622466691642810765e+00,9.376162989893730426e-01,2.767108129839639385e-01
1.606794503957600373e+00,1.798139253201906707e+00,1.088174869664479738e+00,4.484150602100867022e-01
1.393328162718282970e+00,2.022987434649772265e+00,1.087879526315253420e+00,2.291101271918822846e-01
7.501479899463312506e-01,1.026204874402835365e+00,1.145500093097144845e+00,3.154263856260108856e-01
6.982248625664384534e-01,4.939619287748491794e-01,4.416593538213417491e-01,1.186982100148762376e-01
1.913284338416971320e+00,1.166429129023093925e+00,1.625239852088548487e+00,4.391923213473356569e-01
1.011440583510500701e+00,8.044765867539307447e-01,7.327992777860022899e-01,2.629176405147162221e-01
1.212954987172735866e+00,7.660674276947117001e-01,7.197912961667141118e-01,1.364518683443449731e-01
1.381400891375206275e+00,1.934007541959124055e+00,1.637694149275902067e+00,5.425437493459921434e-01
9.408822276925788985e-01,1.526337918658397852e+00,1.071363460425443392e+00,2.429538847298122750e-01
2.964497216759530707e-01,6.286306557750238611e-01,7.895597064551158617e-01,6.776033549793059052e-02
1.213459761859568831e+00,2.263638609729529794e+00,1.340164103856746225e+00,1.449926279933926310e-01
1.293732985412541003e+00,1.624140909154285106e+00,5.999579458840447188e-01,1.347750110711503080e-01
1.521293620055283791e+00,1.817940048915903661e+00,1.315172223824022879e+00,5.092628974817017262e-01
1.394757903796382648e+00,1.733659899080500333e+00,1.382992131600326635e+00,5.220450681581045860e-01
1.110714398683836146e+00,1.766865770351973008e+00,1.135626518345203451e+00,2.397375733385334051e-01
1.804914509105991494e+00,2.070462685197237640e+00,1.940882076165173498e+00,8.376669500369633425e-01
1.548711614254024482e+00,1.773305118059425256e+00,2.152153284448091952e+00,5.849317239326787821e-01
1.703025629172951749e+00,1.465616776866197624e+00,1.621613942830206323e+00,6.921025452617262097e-01
4.660535230235685056e-01,4.785338973221784364e-01,2.320457349238707057e-01,1.097826803126303874e-01
7.071075559201955851e-01,1.399240319487525808e+00,1.286245717231680352e+00,2.970564768321750648e-01
5.541672028038945319e-01,1.359425936407165247e+00,1.184381443728255601e+00,1.895613550624923871e-01
9.963885607687557044e-01,1.238892432096996954e+00,4.323929276473370553e-01,9.494452815954779190e-02
9.391492658697527807e-01,8.382331125679580719e-01,9.247467832652025432e-01,4.119153149817039727e-01
1.216032135242101964e+00,3.123677624668514952e-01,1.136368116496240033e+00,1.163518718604947821e-01
1.320258748714338459e+00,8.153123572523518492e-01,1.247361393321321898e+00,3.712075009296675887e-01
1.112819341175491417e+00,1.317695647907102696e+00,1.050917621671688895e+00,4.230206574700388078e-01
6.197629425050916741e-01,4.583995467089256315e-01,9.775370251026942459e-01,5.031273205566155760e-02
1.615742473116943856e+00,1.045378007235522766e+00,6.856283527100357489e-01,5.763194341430732948e-02
1.619991150792323698e+00,1.846722277935452405e+00,2.170060335536753371e+00,6.483265465955114770e-01
1.705189242086741164e+00,1.673789246200920511e+00,1.606264789184502995e+00,7.874323966493412819e-01
9.964305868422514978e-01,1.748293809842871527e+00,1.629192308679658918e+00,4.386645428395195001e-01
4.418876033417475924e-01,1.094915609911880416e+00,1.234198557687312237e+00,1.513023277831579971e-01
1.135469293861359752e+00,2.159728301273012629e+00,1.141267644891261313e+00,5.850431873980399544e-02
1.148108479026572315e+00,2.017189599136851363e+00,1.333297257373333045e+00,2.321080686315268871e-01
1.535464217696966394e+00,1.556047011021846060e+00,7.294996480268785000e-01,3.544584273509994166e-01
1.472507684216307400e+00,1.614738050972509775e+00,1.995545742964544900e+00,5.458499961121363597e-01
1.878617023490140481e+00,2.360461593935479385e+00,1.885374023803992660e+00,7.017647266793272109e-01
1.060222128589272783e+00,1.842727616614199704e+00,9.711106108483672505e-01,9.430256141172033146e-02
1.823642691462536547e+00,1.773635662428111548e+00,2.074116374771960647e+00,7.615809895593437240e-01
1.575783364756377036e+00,6.131384453283588165e-01,1.129912361895789363e+00,8.363372123388557178e-02
