Gamma_x,Gamma_y,Gamma_z,mkc_gap
1.047975128671549072e+00,5.132626525816949004e-01,1.188311252405746199e+00,1.864632644237489423e-01
6.551015171502632128e-01,2.828531055876700728e-01,4.944566251480443375e-01,6.110410679272559875e-02
4.515211023464401063e-01,9.263269816220454089e-01,1.217568813460127020e+00,8.013963525417922007e-02
1.989250308489443508e+00,1.804352727942185819e+00,2.064183569822580111e+00,8.647097333045246081e-01
2.066471986403107586e+00,2.266154369632780607e+00,2.096410468845138375e+00,9.483640428077326767e-01
1.912960586850650291e+00,1.783311153759223222e+00,1.771008799396456501e+00,8.206796831525147162e-01
1.166535294867126371e+00,9.307725391530242698e-01,5.864837538007162676e-01,1.753604990433070832e-01
1.155473905401023016e+00,5.158549862656081064e-01,1.465406475616621407e+00,1.029612080250048578e-01
8.578916261801117216e-01,6.261551086337286964e-01,6.086968934676404430e-01,1.884801879606285979e-01
1.056898372044063672e+00,2.005419130957529550e+00,1.063260146963661779e+00,5.736969402509783933e-02
1.241688072041771562e+00,2.312259163822360186e+00,1.265587904229017457e+00,9.750840622421463877e-02
1.197346238009112440e+00,1.810256108392267471e+00,9.989874050344682566e-01,1.930387673256568348e-01
8.023048398229284395e-01,4.950309931970910404e-01,6.637883577154217729e-01,1.782572555447922147e-01
6.885487141959223401e-01,9.653779396950801228e-01,6.948709981531494551e-01,2.090208863269957806e-01
1.223526993497732862e+00,1.344867449795885683e+00,1.278351053856627173e+00,5.785052987792371759e-01
1.198760332561999542e+00,1.247091197514484939e+00,2.104066525354517658e+00,1.708925023609833005e-01
2.058268435396417129e+00,1.987276724032945863e+00,1.856057318594903860e+00,8.925328036157162970e-01
1.796738775097372232e+00,1.181563107945801105e+00,1.606535047307939390e+00,4.956796900781841320e-01
1.147832862085805150e+00,1.101885550182927220e+00,1.213177851281414643e+00,5.182702804936589747e-01
1.715452997426329951e+00,1.899077227633531706e+00,1.497277767303907714e+00,6.568267685483530904e-01
3.225127619676791402e-01,8.059382370221699343e-01,6.849296738376979832e-01,1.007520993916035668e-01
1.570670509776397994e+00,1.502393109243023162e+00,1.105838146098152786e+00,5.187803727823887545e-01
6.272755549376188844e-01,1.115774123437169196e+00,9.616158859581583895e-01,2.365586587293040388e-01
1.822618047109633377e+00,1.524256906446632254e+00,1.622347289088265532e+00,6.619930742126323153e-01
1.038145309104594016e+00,1.484529796993812933e+00,1.119225523990581062e+00,3.364205180506809612e-01
1.035678594324804136e+00,1.244616483563551146e+00,4.403473735009857393e-01,1.157047421311192537e-01
2.093220051633756018e+00,1.700937157170932412e+00,1.980636219575945933e+00,7.941766625565613857e-01
6.116707362670201764e-01,8.721653767461488016e-01,4.055411555670639934e-01,7.252325754396771185e-02
1.112623532356217027e+00,9.088478591267770135e-01,1.072578358965318390e+00,4.344013428679391886e-01
5.753950673125350912e-01,5.516499487679967784e-01,2.150851024984493653e-01,9.566999197695558177e-02
4.917987181235836669e-01,9.715721600920910195e-01,9.669760441606591872e-01,2.436013010960758063e-01
1.826875386884447394e+00,1.235535330044566171e+00,1.209460053237760180e+00,3.090599981989394784e-01
1.234067897671648151e+00,1.736059266498136022e+00,7.084402353854422074e-01,1.032244332794771680e-01
4.397932201675387454e-01,1.097933552960585146e+00,1.437430978206230670e+00,5.014789746094661105e-02
7.159570064147251500e-01,1.091421334787529007e+00,8.456900493632313331e-01,2.351128604952137380e-01
1.500855938411116863e+00,1.603467841660657811e+00,9.053690138369663298e-01,4.013785552937125800e-01
8.769616841400569296e-01,1.198761894155529140e+00,6.619015166990607213e-01,1.700506533417942556e-01
9.371716619847958452e-01,1.699147890691918183e+00,1.378821079260282634e+00,3.084224252765801477e-01
1.226008125024839579e+00,8.806715756211218604e-01,1.301952794288168125e+00,4.023634531788966573e-01
2.149579129684588974e+00,1.331061978970924597e+00,1.490457260461751865e+00,3.359700548740436332e-01
1.924422431046871385e+00,1.978857082392715627e+00,1.656892441132544747e+00,8.012288948933503629e-01
1.313639879207647354e+00,8.688947389010952538e-01,6.573073098572604911e-01,1.062810847753541399e-01
2.030934259154766330e+00,1.025566782446764025e+00,1.384227227892260048e+00,1.894298755921286492e-01
1.871311508065552243e+00,1.631239155765789040e+00,2.081260443451703690e+00,7.106451101898190181e-01
1.581670888225612970e+00,2.208130803437331480e+00,1.571728831325133413e+00,4.726344580567074516e-01
1.294450278684272426e+00,9.835475099283590428e-01,1.567832874450188596e+00,3.550824570812214365e-01
1.323342010742261987e+00,1.230516894094757507e+00,1.277854191697387343e+00,5.925145375249414315e-01
1.626224596533194289e+00,2.167325341534001470e+00,1.681216560456676890e+00,5.700579077279348539e-01
5.279617101048678096e-01,4.126998042060144312e-01,4.530387532392002314e-01,1.688884236701734265e-01
8.774540464049592758e-01,4.102322146069639630e-01,9.714089159927727923e-01,1.581386725095752510e-01
2.161294262487981399e+00,1.931390836500763042e+00,1.872240592036683360e+00,8.211685830247326123e-01
8.772698200953578107e-01,6.558337920474505145e-01,4.301581776874259244e-01,1.043610748197593141e-01
1.389013769514555907e+00,6.242441003820832224e-01,8.783836041102716097e-01,5.680696748889935144e-02
3.404743920685013858e-01,6.552198275350389345e-01,7.556962633792224660e-01,1.199989781121589827e-01
1.175904933754470916e+00,1.507211522246441282e+00,1.799586598212309152e+00,4.417649288943015229e-01
6.769102342915833681e-01,1.562468165793811536e+00,1.236443410844553892e+00,1.754427396711628617e-01
2.024657076818783263e+00,1.189134505811043629e+00,1.085556264028908036e+00,1.250168465105843119e-01
2.133130603644930012e+00,1.514193473982600846e+00,1.359520647938526228e+00,3.702917591380985307e-01
1.589777185024195738e+00,7.366838160930704316e-01,1.467500183977990647e+00,3.072034075234326700e-01
1.107887532239270056e+00,1.306910768587963290e+00,1.524182282640466291e+00,4.453080090933836388e-01
6.623510577859674786e-01,1.359610221565596522e+00,7.779537575397741378e-01,4.034729688007265835e-02
1.703267347726571845e+00,1.547051053009030674e+00,1.394711257152612127e+00,6.192474812175352561e-01
2.021356929738225450e+00,2.112080576074025995e+00,2.031104146241248465e+00,9.701902499527239598e-01
9.572610682080983091e-01,1.270037611495595353e+00,6.381874130274505230e-01,1.627054348699767949e-01
1.746622243064367197e+00,6.916641002725063547e-01,1.239658535216159319e+00,9.235019621214912711e-02
1.093904721132604063e+00,1.355500187506427201e+00,4.136001629288725279e-01,7.600234827752450073e-02
1.131000499086258326e+00,1.942873052636546305e+00,1.202691458120688672e+00,1.954094522852001248e-01
1.505336073530795904e+00,7.994232361499210571e-01,9.884320669917954216e-01,1.412596148054601208e-01
1.158757202641646389e+00,1.743230300137140087e+00,9.827727237021536277e-01,1.991498131033300201e-01
1.523315319282685820e+00,1.460011683562236984e+00,1.969022664865245575e+00,5.071521689898383922e-01
1.527987340874927380e+00,1.190711117507707417e+00,1.018148807676989120e+00,3.404362921548846899e-01
1.307021328716462261e+00,1.668401296569203440e+00,1.482858889104518685e+00,5.607394606258890857e-01
1.598662693767439524e+00,1.662168529944431983e+00,1.515709297816486334e+00,7.261017308197470488e-01
6.874880059598620363e-01,7.739466423353908997e-01,7.114399509267597121e-01,3.124906572756154244e-01
1.572282647001515432e+00,1.367271962306126687e+00,2.121969113944030649e+00,4.087927476818058459e-01
1.775558266464412949e+00,1.860274731547218785e+00,1.513291220479644927e+00,7.142873776984197676e-01
1.810364294156072695e+00,1.106353830401733518e+00,8.188225206181046767e-01,5.740602843188269411e-02
1.121636319492490763e+00,1.757995629178116914e+00,1.682365780272753186e+00,5.230032352935634066e-01
1.438008168431609946e+00,1.327800374371309156e+00,2.138229649464498117e+00,3.137894466692103812e-01
2.788183869630843637e-01,1.169668730507209542e+00,1.249211691684507075e+00,9.963771289289335975e-02
2.786401804428798590e-01,2.294941658651146743e-01,2.051888105423176623e-01,7.802139798227625267e-02
1.538584725866375624e+00,1.476842531104488598e+00,6.863285893820896266e-01,3.122931973101010783e-01
4.238385286959370779e-01,1.234335581490341394e+00,1.130693820855007248e+00,1.600983840303014105e-01
1.293841150735206558e+00,1.401574052767357248e+00,1.580941578149599902e+00,5.572368126764817298e-01
1.515158795023939575e+00,1.143634979085991432e+00,1.438902998118892995e+00,5.336895910904724261e-01
2.096697977344065822e-01,1.031248799454222542e+00,9.280921403843472861e-01,5.325656933226574630e-02
1.442030929271926443e+00,9.702694047179094561e-01,9.825838704356536502e-01,2.554111729408183873e-01
2.046016771791318245e+00,2.025109740410851344e+00,2.116603039052151303e+00,9.772617365750093654e-01
1.175079706418759917e+00,1.490886070321732815e+00,5.325950435897466306e-01,1.083943398433868666e-01
1.128209498826634877e-01,1.163970600205554318e+00,1.187928629474583220e+00,4.443146030681721648e-02
1.317297803522453847e+00,1.105027804137403313e+00,7.047386808229676447e-01,2.462343407189586664e-01
1.790896518861035069e+00,1.553193058123426118e+00,1.376052726357109623e+00,5.691746328097506691e-01
1.565640184069079233e+00,1.410830413834668562e+00,6.441734282275164425e-01,2.446818289965528859e-01
1.291091357020202501e+00,1.346822921621480873e+00,1.279252913762559674e+00,6.117606745806405399e-01
1.930224468810929128e+00,1.724554221240985452e+00,1.555552131626802836e+00,6.749409420284293581e-01
1.483247943084934128e+00,1.474867249849678430e+00,1.536399256589814577e+00,7.108579681723989907e-01
1.196258304342820988e+00,5.871467711267805978e-01,1.243633934534489560e+00,2.698855704675560130e-01
1.082671789652180916e+00,9.875286212381850781e-01,7.725402192674718505e-01,3.386985254267380618e-01
1.192627371095897448e+00,1.728219662445708682e+00,1.442510953776541482e+00,4.534593312133652354e-01
1.718897654279117893e+00,1.705897775702408747e+00,1.102569874680777051e+00,5.447849980520340640e-01
1.103010232707353433e+00,1.833943663539667313e+00,8.519628838864353737e-01,6.051472652706069155e-02
1.342223578728269917e+00,8.058017011302885946e-01,1.779063492812339220e+00,1.844808935231097013e-01
1.561048314171071816e+00,1.914040858908537590e+00,1.953341592566754326e+00,7.608737902564275402e-01
2.172579163710121719e+00,1.627687117726556387e+00,1.778917963665515689e+00,6.170129588409754007e-01
9.659035613550133181e-01,1.138423362800647709e+00,1.122899767615312072e+00,4.751899830848387296e-01
5.593593744256045719e-01,9.052532699611004485e-01,8.428027985112349629e-01,2.484544514878697097e-01
2.026173781101362259e+00,1.899072134412670865e+00,1.742066476659083207e+00,8.074824149851957955e-01
6.528214927826451186e-01,4.779870540308286397e-01,6.219714578333140897e-01,2.235685095407488054e-01
8.013576338166314983e-01,1.177540334590732263e+00,1.156422713288745685e+00,3.901200062573224603e-01
2.058292135285985314e+00,1.239533867315570914e+00,1.055119912558651007e+00,1.181808222941183040e-01
1.559258472871952961e+00,1.148908274672135965e+00,8.067741351737143241e-01,1.982119684869487752e-01
5.569890394996859229e-01,1.157521475135998568e+00,1.495832486703241315e+00,1.093390139662215876e-01
1.362473961134850642e+00,1.428164516253039196e+00,1.791890799885184293e+00,4.993738387513526611e-01
1.572490336245675469e+00,1.881645460802678915e+00,2.051113240797931780e+00,7.015112781252113017e-01
1.285862219590268030e+00,1.877588958522593998e+00,8.571231962835287321e-01,1.326982286756015483e-01
1.162765135572412234e+00,2.119897785008320490e+00,1.419299361446945573e+00,2.310833560055187696e-01
1.222402013150415190e+00,1.437159994416120634e+00,1.209344273121291780e+00,4.972931459277931676e-01
8.730894247830276456e-01,6.072658489809805715e-01,6.268948792559645433e-01,1.805356517269587346e-01
7.228515745107568780e-01,9.008174959739934096e-01,1.482628266390558558e+00,7.052040204709575377e-02
9.464154789036598459e-01,8.356932947128271616e-01,8.596467675242276396e-01,3.744622916666973111e-01
2.145356054998072359e+00,2.096595234302345290e+00,1.954072816673788626e+00,9.526559979890310004e-01
1.294757446323115513e+00,1.819168336846961775e+00,1.738067511289114409e+00,6.068283103826339620e-01
7.126024634907390798e-01,8.237631775056031280e-01,1.367970491966378432e+00,8.419757451498188772e-02
1.877007851369952629e+00,1.081574941103814469e+00,1.131875682761761315e+00,1.682213862478119104e-01
9.689144758959755688e-01,1.099982030550181289e+00,6.696914037269063869e-01,2.693119245363502223e-01
9.001100879856500647e-01,1.819871964360156635e+00,1.127595488285185521e+00,1.039168059553394752e-01
8.888847814053382201e-01,8.530935492431737099e-01,6.382791414708055555e-01,3.012439546543204116e-01
1.055588563485887033e+00,3.813798536176490339e-01,1.134121242189348733e+00,1.514235874570937224e-01
1.818040158709674614e+00,1.617320214111793941e+00,1.429752330680281736e+00,6.145161930412004203e-01
1.168473772834533131e+00,1.659762283233869429e+00,8.724670143534150046e-01,1.905892519770393534e-01
